date,institution_id,meal,actual_count,day_of_week,month,week_of_year,day_of_year,quarter,is_weekend,is_monday,is_friday,is_holiday,is_exam_period,is_semester_break,is_waterlogging,is_normal_day,temperature_c,humidity_pct,heat_index,is_rainy,high_humidity,extreme_heat,weather_discount,is_monsoon,is_winter,is_pre_monsoon,is_post_monsoon,heaviness_num,base_demand_score,consecutive_weeks,sentiment_decay,meal_num,menu_item_encoded,heavy_x_humidity,is_university,capacity,kai_value,kai_computed,academic_stress_factor,weather_discount,lag_7_count,lag_14_count,lag_30_count,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,wow_change,prev_day_waste_bucket,prev_day_waste_kg,total_wasted_kg,total_cost_inr
21-07-2024,UNIV_001,breakfast,134,6,7,29,203,3,1,0,0,0,0,0,0,1,34.9,90.6,47.59,1,1,1,0.85,1,0,0,0,0,0.75,1,1,0,20,0,1,600,0.85,0.85,1,0.85,144,136,197,236.1428571,218.3571429,220.1333333,59.41781038,8,2,53.5,81.98,43127.24
22-07-2024,UNIV_001,breakfast,169,0,7,30,204,3,0,1,0,0,0,0,1,0,29.9,79.1,36.97,0,0,0,0.75,1,0,0,0,2,0.8,0,1,0,12,0,1,600,0.75,0.75,1,0.75,272,192,144,234.7142857,218.2142857,218.0333333,62.06371534,80,1,14.1,118.13,58223.37
23-07-2024,UNIV_001,breakfast,273,1,7,30,205,3,0,0,0,0,0,0,0,1,30.8,89.9,39.95,0,1,0,0.85,1,0,0,0,0,0.9,0,1,0,7,0,1,600,0.85,0.85,1,0.85,255,251,147,220,216.5714286,218.8666667,63.93225581,4,2,55.2,158.23,76553.64
24-07-2024,UNIV_001,breakfast,263,2,7,30,206,3,0,0,0,0,0,0,0,1,35.2,90.4,48.08,0,1,1,0.85,1,0,0,0,2,0.83,0,1,0,15,2,1,600,0.85,0.85,1,0.85,244,260,276,222.5714286,218.1428571,223.0666667,65.90613816,-16,1,12.8,140.41,68095.36
25-07-2024,UNIV_001,breakfast,255,3,7,30,207,3,0,0,0,0,0,0,0,1,31.2,89.7,40.6,1,1,1,0.85,1,0,0,0,1,0.88,0,1,0,1,1,1,600,0.85,0.85,1,0.85,301,209,259,225.2857143,218.3571429,222.6333333,67.31199568,92,1,14.5,130.54,64374.42
26-07-2024,UNIV_001,breakfast,237,4,7,30,208,3,0,0,1,0,0,0,0,1,31.4,86.4,40.43,0,1,1,0.85,1,0,0,0,0,0.82,0,1,0,13,0,1,600,0.85,0.85,1,0.85,274,197,293,218.7142857,221.6428571,222.5,60.59899418,77,2,33.4,141.63,71349.3
27-07-2024,UNIV_001,breakfast,143,5,7,30,209,3,1,0,0,0,0,0,0,1,36.2,89.4,49.82,1,1,1,0.85,1,0,0,0,0,0.82,1,1,0,13,0,1,600,0.85,0.85,1,0.85,163,159,251,213.4285714,224.5,220.6333333,56.44424134,4,1,20.1,81.86,43640.75
28-07-2024,UNIV_001,breakfast,139,6,7,30,210,3,1,0,0,0,0,0,0,1,33.9,86.6,45.01,0,1,1,0.85,1,0,0,0,0,0.9,0,1,0,7,0,1,600,0.85,0.85,1,0.85,134,144,249,210.5714286,223.3571429,217.0333333,59.82713192,-10,2,30.7,79.14,42582.89
29-07-2024,UNIV_001,breakfast,250,0,7,31,211,3,0,1,0,0,0,0,0,1,30,77.8,36.86,1,0,0,1,1,0,0,0,1,0.88,0,1,0,1,0,1,600,1,1,1,1,169,272,189,211.2857143,223,213.3666667,58.78127334,-103,1,14.3,166.61,84042.44
30-07-2024,UNIV_001,breakfast,247,1,7,31,212,3,0,0,0,0,0,0,0,1,30.3,93.3,39.6,1,1,0,0.85,1,0,0,0,2,0.85,0,1,0,9,2,1,600,0.85,0.85,1,0.85,273,255,159,222.8571429,221.4285714,215.4,57.01587081,18,1,19.2,146.64,73765.08
31-07-2024,UNIV_001,breakfast,255,2,7,31,213,3,0,0,0,0,0,0,0,1,31.6,89.6,41.27,1,1,1,0.85,1,0,0,0,1,0.88,0,1,0,1,1,1,600,0.85,0.85,1,0.85,263,244,318,219.1428571,220.8571429,218.3333333,53.97045047,19,1,9.8,136.59,70798.53
01-08-2024,UNIV_001,breakfast,224,3,8,31,214,3,0,0,0,0,0,0,0,1,32.2,92.5,42.85,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,255,301,190,218,221.6428571,216.2333333,52.96225071,-46,0,4,140.1,63654
02-08-2024,UNIV_001,breakfast,261,4,8,31,215,3,0,0,1,0,0,0,0,1,34.3,80.6,44.66,1,0,1,1,1,0,0,0,1,0.88,0,1,0,1,0,1,600,1,1,1,1,237,274,256,213.5714286,216.1428571,217.3666667,50.59597198,-37,2,33.3,171.46,83413.37
03-08-2024,UNIV_001,breakfast,158,5,8,31,216,3,1,0,0,0,0,0,0,1,34.5,90.5,46.82,1,1,1,0.85,1,0,0,0,0,0.9,0,1,0,7,0,1,600,0.85,0.85,1,0.85,143,163,222,217,215.2142857,217.5333333,53.19461126,-20,1,12.5,86.92,41144.04
04-08-2024,UNIV_001,breakfast,135,6,8,31,217,3,1,0,0,0,0,0,0,1,32.5,88.9,42.84,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,139,134,249,219.1428571,214.8571429,215.4,49.91802804,5,2,59.1,91.91,43174.98
05-08-2024,UNIV_001,breakfast,182,0,8,32,218,3,0,1,0,0,0,0,1,0,30.4,82.5,38.16,0,0,0,0.75,1,0,0,0,2,0.8,0,1,0,12,0,1,600,0.75,0.75,1,0.75,250,169,148,218.5714286,214.9285714,211.6,50.99953314,81,2,35,103.46,55701.76
06-08-2024,UNIV_001,breakfast,257,1,8,32,219,3,0,0,0,0,0,0,0,1,31,88.4,40.17,0,1,1,0.85,1,0,0,0,2,0.85,0,1,0,9,2,1,600,0.85,0.85,1,0.85,247,273,136,208.8571429,215.8571429,212.7333333,50.489037,-26,2,26.8,147.91,72386.68
07-08-2024,UNIV_001,breakfast,190,2,8,32,220,3,0,0,0,0,0,0,0,1,33.7,86.3,44.51,0,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,255,263,192,210.2857143,214.7142857,216.7666667,51.87071841,-8,1,9.8,120.05,64740.78
08-08-2024,UNIV_001,breakfast,271,3,8,32,221,3,0,0,0,0,0,0,0,1,30,86.7,38.2,0,1,0,0.85,1,0,0,0,0,0.82,0,1,0,13,0,1,600,0.85,0.85,1,0.85,224,255,251,201,209.5,216.7,48.22171019,-31,2,34.7,137.74,66440.16
09-08-2024,UNIV_001,breakfast,204,4,8,32,222,3,0,0,1,0,0,0,0,1,30.9,85.9,39.54,0,1,0,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,261,237,260,207.7142857,210.6428571,217.3666667,54.7835568,24,2,37.9,157.61,70566.77
10-08-2024,UNIV_001,breakfast,126,5,8,32,223,3,1,0,0,0,0,0,0,1,34.7,92.3,47.57,1,1,1,0.85,1,0,0,0,0,0.75,1,1,0,20,0,1,600,0.85,0.85,1,0.85,158,143,209,199.5714286,208.2857143,215.5,49.52728926,15,2,56.5,79.08,42448.35
11-08-2024,UNIV_001,breakfast,206,6,8,32,224,3,1,0,0,0,0,0,0,1,32.6,79.8,41.49,1,0,1,1,1,0,0,0,1,0.88,0,1,0,1,0,1,600,1,1,1,1,135,139,197,195,207.0714286,212.7333333,55.16037225,-4,2,55.9,118.31,57368.48
12-08-2024,UNIV_001,breakfast,257,0,8,33,225,3,0,1,0,0,0,0,0,1,35,79.1,45.66,1,0,1,1,1,0,0,0,0,0.9,0,1,0,7,0,1,600,1,1,1,1,182,250,159,205.1428571,211.8571429,213.0333333,48.40257766,-68,1,10.6,154.96,77186.64
13-08-2024,UNIV_001,breakfast,233,1,8,33,226,3,0,0,0,0,0,0,0,1,37.3,88.9,51.98,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,257,247,144,215.8571429,212.3571429,216.3,50.67355843,10,1,8.8,146.51,74168.11
14-08-2024,UNIV_001,breakfast,268,2,8,33,227,3,0,0,0,0,0,0,0,1,33.5,88.5,44.52,1,1,1,0.85,1,0,0,0,0,0.9,0,1,0,7,0,1,600,0.85,0.85,1,0.85,190,255,272,212.4285714,211.3571429,219.2666667,48.17626367,-65,2,37.1,135.55,69744.92
15-08-2024,UNIV_001,breakfast,90,3,8,33,228,3,0,0,0,1,0,0,0,0,32.9,89.1,43.57,1,1,1,0.85,1,0,0,0,0,0.9,1,1,0,7,0,1,600,0.34,0.34,0.4,0.85,271,224,255,223.5714286,212.2857143,219.1333333,51.05832333,47,1,24.1,52.11,26117.15
16-08-2024,UNIV_001,breakfast,224,4,8,33,229,3,0,0,1,0,0,0,0,1,34.7,97.4,48.45,1,1,1,0.85,1,0,0,0,2,0.8,0,1,0,12,2,1,600,0.85,0.85,1,0.85,204,261,244,197.7142857,202.7142857,213.6333333,66.52496846,-57,1,9.6,132.03,67421.65
17-08-2024,UNIV_001,breakfast,166,5,8,33,230,3,1,0,0,0,0,0,0,1,32.2,88.9,42.3,0,1,1,0.85,1,0,0,0,1,0.88,0,1,0,1,1,1,600,0.85,0.85,1,0.85,126,158,301,200.5714286,200.0714286,212.9666667,67.26528858,-32,2,46.8,87.04,44531.9
18-08-2024,UNIV_001,breakfast,184,6,8,33,231,3,1,0,0,0,0,0,0,1,31.7,83.1,40.59,0,0,1,1,1,0,0,0,0,0.82,0,1,0,13,0,1,600,1,1,1,1,206,135,274,206.2857143,200.6428571,208.4666667,61.30990753,71,0,3.4,119.23,57968.08
19-08-2024,UNIV_001,breakfast,172,0,8,34,232,3,0,1,0,0,0,0,1,0,33,99,45.52,1,1,1,0.6375,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.6375,0.6375,1,0.6375,257,182,163,203.1428571,204.1428571,205.4666667,61.88814795,75,2,34.1,111.17,53014.7
20-08-2024,UNIV_001,breakfast,242,1,8,34,233,3,0,0,0,0,0,0,0,1,31.1,87.2,40.18,0,1,1,0.85,1,0,0,0,0,0.82,0,1,0,13,0,1,600,0.85,0.85,1,0.85,233,257,134,191,203.4285714,205.7666667,57.76100184,-24,2,53.3,152.47,72220.39
21-08-2024,UNIV_001,breakfast,226,2,8,34,234,3,0,0,0,0,0,0,0,1,27.4,92.3,34.44,0,1,0,0.85,1,0,0,0,0,0.82,1,1,0,13,0,1,600,0.85,0.85,1,0.85,268,190,169,192.2857143,202.3571429,209.3666667,58.93984019,78,1,20.6,125.4,65120.3
22-08-2024,UNIV_001,breakfast,306,3,8,34,235,3,0,0,0,0,0,0,0,1,29.4,81.6,36.44,0,0,0,1,1,0,0,0,2,0.85,0,1,0,9,0,1,600,1,1,1,1,90,271,273,186.2857143,204.9285714,211.2666667,51.63240031,-181,2,54.9,181.25,87452.25
23-08-2024,UNIV_001,breakfast,218,4,8,34,236,3,0,0,1,0,0,0,0,1,31.5,80.5,39.73,1,0,0,1,1,0,0,0,2,0.8,0,1,0,12,0,1,600,1,1,1,1,224,204,263,217.1428571,207.4285714,212.3666667,48.97424007,20,0,4.5,165.99,75089.45
24-08-2024,UNIV_001,breakfast,138,5,8,34,237,3,1,0,0,0,0,0,0,1,31.5,86.8,40.65,1,1,1,0.85,1,0,0,0,2,0.8,1,1,0,12,2,1,600,0.85,0.85,1,0.85,166,126,255,216.2857143,208.4285714,210.8666667,48.88665219,40,2,34,86.6,43946.48
25-08-2024,UNIV_001,breakfast,123,6,8,34,238,3,1,0,0,0,0,0,0,1,31.7,92,41.86,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,184,206,237,212.2857143,209.2857143,206.9666667,54.50906434,-22,1,20.6,80.32,44468.04
26-08-2024,UNIV_001,breakfast,244,0,8,35,239,3,0,1,0,0,0,0,0,1,34.3,97.2,47.56,1,1,1,0.85,1,0,0,0,2,0.85,0,1,0,9,2,1,600,0.85,0.85,1,0.85,172,257,143,203.5714286,203.3571429,203.1666667,63.85884732,-85,1,11.6,146.01,68825.23
27-08-2024,UNIV_001,breakfast,292,1,8,35,240,3,0,0,0,0,0,0,0,1,33,82.9,42.82,0,0,1,1,1,0,0,0,2,0.85,1,1,0,9,0,1,600,1,1,1,1,242,233,139,213.8571429,202.4285714,206.5333333,63.72448135,9,1,8.8,176.52,91003.2
28-08-2024,UNIV_001,breakfast,294,2,8,35,241,3,0,0,0,0,0,0,0,1,29.8,86.7,37.77,1,1,0,0.85,1,0,0,0,0,0.9,0,1,0,7,0,1,600,0.85,0.85,1,0.85,226,268,250,221,206.6428571,211.6333333,69.90708119,-42,1,14.5,128.67,68993.68
29-08-2024,UNIV_001,breakfast,250,3,8,35,242,3,0,0,0,0,0,0,0,1,32.3,88,42.37,1,1,1,0.85,1,0,0,0,0,0.82,0,1,0,13,0,1,600,0.85,0.85,1,0.85,306,90,247,230.7142857,208.5,213.1,75.23898432,216,0,6.8,152.96,73818.57
30-08-2024,UNIV_001,breakfast,253,4,8,35,243,3,0,0,1,0,0,0,0,1,32,88.1,41.73,1,1,1,0.85,1,0,0,0,2,0.83,0,1,0,15,2,1,600,0.85,0.85,1,0.85,218,224,255,222.7142857,219.9285714,213.2,68.58258838,-6,1,9.7,139.15,72311.01
31-08-2024,UNIV_001,breakfast,156,5,8,35,244,3,1,0,0,0,0,0,0,1,32.3,87.4,42.26,1,1,1,0.85,1,0,0,0,2,0.8,0,1,0,12,2,1,600,0.85,0.85,1,0.85,138,166,224,227.7142857,222,213.1333333,69.4519361,-28,1,20.4,85.05,42568.46
01-09-2024,UNIV_001,breakfast,129,6,9,35,245,3,1,0,0,0,0,0,0,1,30.9,87.8,39.86,1,1,0,0.85,1,0,0,0,2,0.8,1,1,0,12,2,1,600,0.85,0.85,1,0.85,123,184,261,230.2857143,221.2857143,210.8666667,65.81467487,-61,2,49.6,76.97,43647.98
02-09-2024,UNIV_001,breakfast,226,0,9,36,246,3,0,1,0,0,0,0,0,1,26.7,94.9,33.64,1,1,0,0.85,1,0,0,0,1,0.88,0,1,0,1,1,1,600,0.85,0.85,1,0.85,244,172,158,231.1428571,217.3571429,206.4666667,64.20391621,72,2,55.9,144.04,70985.18
03-09-2024,UNIV_001,breakfast,181,1,9,36,247,3,0,0,0,0,0,0,1,0,27.9,94.2,35.5,1,1,0,0.6375,1,0,0,0,0,0.82,0,1,0,13,0,1,600,0.6375,0.6375,1,0.6375,292,242,135,228.5714286,221.2142857,208.7333333,63.96315904,50,2,26.7,83.68,50130.63
04-09-2024,UNIV_001,breakfast,213,2,9,36,248,3,0,0,0,0,0,0,0,1,31.5,89.4,41.12,0,1,1,0.85,1,0,0,0,2,0.8,0,1,0,12,2,1,600,0.85,0.85,1,0.85,294,226,182,212.7142857,216.8571429,210.2666667,59.19942085,68,2,26.5,120.06,68637.37
05-09-2024,UNIV_001,breakfast,224,3,9,36,249,3,0,0,0,0,0,0,0,1,30.4,81,38.07,1,0,0,1,1,0,0,0,0,0.75,0,1,0,20,0,1,600,1,1,1,1,250,306,257,201.1428571,215.9285714,211.3,47.40403841,-56,1,17.7,146.8,71214.09
06-09-2024,UNIV_001,breakfast,228,4,9,36,250,3,0,0,1,0,0,0,0,1,31.9,86.2,41.27,1,1,1,0.85,1,0,0,0,2,0.85,0,1,0,9,2,1,600,0.85,0.85,1,0.85,253,218,190,197.4285714,210.0714286,210.2,43.82106473,35,1,24.5,133.84,66930.9
07-09-2024,UNIV_001,breakfast,172,5,9,36,251,3,1,0,0,0,0,0,0,1,34.5,92.7,47.3,1,1,1,0.85,1,0,0,0,2,0.85,1,1,0,9,2,1,600,0.85,0.85,1,0.85,156,138,271,193.8571429,210.7857143,211.4666667,39.32526148,18,1,11.7,91.82,47380.05
08-09-2024,UNIV_001,breakfast,170,6,9,36,252,3,1,0,0,0,0,0,0,1,30.5,84.5,38.74,1,0,0,1,1,0,0,0,2,0.85,2,0.9,0,9,0,1,600,0.9,0.9,1,1,129,123,204,196.1428571,213.2142857,208.1666667,37.1637304,6,2,35.8,111.45,56735.76
09-09-2024,UNIV_001,breakfast,244,0,9,37,253,3,0,1,0,0,0,0,0,1,33,85.4,43.13,1,1,1,0.85,1,0,0,0,2,0.8,0,1,0,12,2,1,600,0.85,0.85,1,0.85,226,244,126,202,216.5714286,207.0333333,26.52671609,-18,2,42.3,126.41,62615.67
10-09-2024,UNIV_001,breakfast,200,1,9,37,254,3,0,0,0,0,0,0,0,1,31.5,86.2,40.72,1,1,1,0.85,1,0,0,0,0,0.82,0,1,0,13,0,1,600,0.85,0.85,1,0.85,181,292,206,204.5714286,216.5714286,210.9666667,29.89903646,-111,2,51.8,145.44,67385.67
11-09-2024,UNIV_001,breakfast,239,2,9,37,255,3,0,0,0,0,0,0,0,1,32.9,91.6,43.98,0,1,1,0.85,1,0,0,0,0,0.82,1,1,0,13,0,1,600,0.85,0.85,1,0.85,213,294,257,207.2857143,210,210.7666667,28.21769117,-81,1,17.9,152.65,77601.16
12-09-2024,UNIV_001,breakfast,250,3,9,37,256,3,0,0,0,0,0,0,0,1,30,96.2,39.44,1,1,0,0.85,1,0,0,0,1,0.88,0,1,0,1,1,1,600,0.85,0.85,1,0.85,224,250,233,211,206.0714286,210.1666667,30.69744832,-26,2,51,132.03,68458.72
13-09-2024,UNIV_001,breakfast,234,4,9,37,257,3,0,0,1,0,0,0,0,1,31.4,91,41.16,1,1,1,0.85,1,0,0,0,2,0.85,0,1,0,9,2,1,600,0.85,0.85,1,0.85,228,253,268,214.7142857,206.0714286,210.7333333,33.93481146,-25,2,43.8,138.42,69484.15
14-09-2024,UNIV_001,breakfast,164,5,9,37,258,3,1,0,0,0,0,0,0,1,35.5,79.7,46.74,0,0,1,1,1,0,0,0,2,0.8,0,1,0,12,0,1,600,1,1,1,1,172,156,90,215.5714286,204.7142857,209.6,34.39892025,16,2,40.2,107.76,54187.84
15-09-2024,UNIV_001,breakfast,130,6,9,37,259,3,1,0,0,0,0,0,0,1,34.1,85.4,45.16,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,170,129,224,214.4285714,205.2857143,212.0666667,36.17483998,41,2,57.6,86.14,45926.28
16-09-2024,UNIV_001,breakfast,237,0,9,38,260,3,0,1,0,0,0,0,0,1,28.5,94.6,36.63,1,1,0,0.85,1,0,0,0,2,0.83,0,1,0,15,2,1,600,0.85,0.85,1,0.85,244,226,166,208.7142857,205.3571429,208.9333333,46.14727975,18,1,24.8,124.5,68940.1
17-09-2024,UNIV_001,breakfast,275,1,9,38,261,3,0,0,0,0,0,0,0,1,35.5,81.6,47.07,1,0,1,1,1,0,0,0,2,0.8,0,1,0,12,0,1,600,1,1,1,1,200,181,184,207.7142857,206.1428571,211.3,45.32370346,19,2,44.4,165.85,86174.03
18-09-2024,UNIV_001,breakfast,221,2,9,38,262,3,0,0,0,0,0,0,0,1,30.9,79.2,38.59,0,0,0,1,1,0,0,0,0,0.75,0,1,0,20,0,1,600,1,1,1,1,239,213,172,218.4285714,212.8571429,214.3333333,51.62317678,26,1,11.3,165.07,79752.57
19-09-2024,UNIV_001,breakfast,260,3,9,38,263,3,0,0,0,0,0,0,0,1,32.8,85.3,42.79,0,1,1,0.85,1,0,0,0,1,0.88,0,1,0,1,1,1,600,0.85,0.85,1,0.85,250,224,242,215.8571429,213.4285714,215.9666667,50.87051724,26,2,47.9,138.43,66817.99
20-09-2024,UNIV_001,breakfast,237,4,9,38,264,3,0,0,1,0,0,0,0,1,31.9,92.9,42.45,0,1,1,0.85,1,0,0,0,1,0.88,1,1,0,1,1,1,600,0.85,0.85,1,0.85,234,228,226,217.2857143,216,216.5666667,52.11434315,6,0,7.4,134.22,66123.6
21-09-2024,UNIV_001,breakfast,148,5,9,38,265,3,1,0,0,0,0,0,0,1,31.9,86.2,41.32,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,164,172,306,217.7142857,216.6428571,216.9333333,52.28675513,-8,0,3.7,81.58,42604.04
22-09-2024,UNIV_001,breakfast,153,6,9,38,266,3,1,0,0,0,0,0,0,1,33.3,98.8,46.05,1,1,1,0.85,1,0,0,0,2,0.83,0,1,0,15,2,1,600,0.85,0.85,1,0.85,130,170,218,215.4285714,214.9285714,211.6666667,55.28971316,-40,2,32.8,91.12,48129.24
23-09-2024,UNIV_001,breakfast,243,0,9,39,267,3,0,1,0,0,0,0,0,1,31.6,88.9,41.28,0,1,1,0.85,1,0,0,0,0,0.9,0,1,0,7,0,1,600,0.85,0.85,1,0.85,237,244,138,218.7142857,213.7142857,209.5,49.77520898,-7,1,21,121.52,65772.27
24-09-2024,UNIV_001,breakfast,255,1,9,39,268,3,0,0,0,0,0,0,0,1,32.2,81.6,41.14,1,0,1,1,1,0,0,0,0,0.82,0,1,0,13,0,1,600,1,1,1,1,275,200,123,219.5714286,213.6428571,213,50.19248663,75,1,18.8,151.11,74283.76
25-09-2024,UNIV_001,breakfast,227,2,9,39,269,3,0,0,0,0,0,0,0,1,30,89,38.53,1,1,0,0.85,1,0,0,0,2,0.83,0,1,0,15,2,1,600,0.85,0.85,1,0.85,221,239,244,216.7142857,217.5714286,217.4,46.97770495,-18,2,40.8,129.57,63363.44
26-09-2024,UNIV_001,breakfast,258,3,9,39,270,3,0,0,0,0,0,0,0,1,33.4,98,46.1,0,1,1,0.85,1,0,0,0,0,0.82,0,1,0,13,0,1,600,0.85,0.85,1,0.85,260,250,292,217.5714286,216.7142857,216.8333333,47.12344478,10,2,27.1,134.97,67404.84
27-09-2024,UNIV_001,breakfast,218,4,9,39,271,3,0,0,1,0,0,0,0,1,34,89.3,45.6,1,1,1,0.85,1,0,0,0,0,0.75,0,1,0,20,0,1,600,0.85,0.85,1,0.85,237,234,294,217.2857143,217.2857143,215.7,46.82846102,3,0,6,135.26,67964.43
28-09-2024,UNIV_001,breakfast,175,5,9,39,272,3,1,0,0,0,0,0,0,1,33,83,42.8,0,0,1,1,1,0,0,0,2,0.83,0,1,0,15,0,1,600,1,1,1,1,148,164,250,214.5714286,216.1428571,213.1666667,46.03932067,-16,2,58.4,104.96,55127.51
29-09-2024,UNIV_001,breakfast,164,6,9,39,273,3,1,0,0,0,0,0,0,1,29.4,78.8,36.12,1,0,0,1,1,0,0,0,2,0.8,0,1,0,12,0,1,600,1,1,1,1,153,130,253,218.4285714,216.9285714,210.6666667,40.30656333,23,2,55.1,89.77,47031.47
30-09-2024,UNIV_001,breakfast,246,0,9,40,274,3,0,1,0,0,0,0,0,1,32.4,86.3,42.23,1,1,1,0.85,1,0,0,0,2,0.8,1,1,0,12,2,1,600,0.85,0.85,1,0.85,243,237,156,220,219.3571429,207.7,37.44329045,6,2,39.8,152.33,71446.46
01-10-2024,UNIV_001,breakfast,262,1,10,40,275,4,0,0,0,0,0,0,0,1,23.8,67.7,26.36,0,0,0,1,0,0,0,1,2,0.85,0,1,0,9,0,1,600,1,1,1,1,255,275,129,220.4285714,220,210.7,37.76619804,-20,0,7.4,158.2,78477.46
02-10-2024,UNIV_001,breakfast,107,2,10,40,276,4,0,0,0,1,0,0,0,0,25.3,81.4,30.03,0,0,0,1,0,0,0,1,1,0.88,0,1,0,1,0,1,600,0.4,0.4,0.4,1,227,221,226,221.4285714,219.0714286,215.1333333,38.909541,6,0,4,65.39,33058.33
03-10-2024,UNIV_001,breakfast,233,3,10,40,277,4,0,0,0,0,0,0,0,1,35.9,65.4,44.63,0,0,1,1,0,0,0,1,2,0.83,0,1,0,15,0,1,600,1,1,1,1,258,260,181,204.2857143,210.9285714,211.1666667,57.86396197,-2,2,43,134.5,77779.33
04-10-2024,UNIV_001,breakfast,308,4,10,40,278,4,0,0,1,0,0,0,0,1,28.5,72.7,33.88,0,0,0,1,0,0,0,1,2,0.8,0,1,0,12,0,1,600,1,1,1,1,218,237,213,200.7142857,209,212.9,54.6800216,-19,2,34,159.42,87796.14
05-10-2024,UNIV_001,breakfast,176,5,10,40,279,4,1,0,0,0,0,0,0,1,28.4,68,33.02,0,0,0,1,0,0,0,1,2,0.8,1,1,0,12,0,1,600,1,1,1,1,175,148,224,213.5714286,214.0714286,216.0666667,68.30533689,27,1,24.3,110.84,57894.53
06-10-2024,UNIV_001,breakfast,199,6,10,40,280,4,1,0,0,0,0,0,0,1,31,60.2,35.86,0,0,0,1,0,0,0,1,1,0.88,0,1,0,1,0,1,600,1,1,1,1,164,153,228,213.7142857,216.0714286,214.4666667,68.21220391,11,1,13,101.58,54004.79
07-10-2024,UNIV_001,breakfast,288,0,10,41,281,4,0,1,0,0,0,0,0,1,33.3,71.8,41.43,0,0,1,1,0,0,0,1,2,0.85,0,1,0,9,0,1,600,1,1,1,1,246,243,172,218.7142857,219.3571429,213.5,65.17595233,3,2,45.9,170.46,85194.29
08-10-2024,UNIV_001,breakfast,271,1,10,41,282,4,0,0,0,0,0,0,0,1,26.8,61.1,29.9,0,0,0,1,0,0,0,1,2,0.83,0,1,0,15,0,1,600,1,1,1,1,262,255,170,224.7142857,222.5714286,217.3666667,69.87062875,7,0,6.4,150.17,75346.52
09-10-2024,UNIV_001,breakfast,291,2,10,41,283,4,0,0,0,0,0,0,0,1,30.9,76.4,38.19,0,0,0,1,0,0,0,1,0,0.82,0,1,0,13,0,1,600,1,1,1,1,107,227,244,226,223.7142857,220.7333333,70.74838043,-120,1,20.7,149.31,82889.9
10-10-2024,UNIV_001,breakfast,96,3,10,41,284,4,0,0,0,0,0,1,0,0,31.4,59.7,36.49,1,0,0,1,0,0,0,1,0,0.75,0,1,0,20,0,1,600,0.4,0.4,0.4,1,233,258,200,252.2857143,228.2857143,222.3,50.43052741,-25,1,15.8,64.79,33925.02
11-10-2024,UNIV_001,breakfast,108,4,10,41,285,4,0,0,1,0,0,1,0,0,29.9,71.5,35.79,0,0,0,1,0,0,0,1,1,0.88,0,1,0,1,0,1,600,0.4,0.4,0.4,1,308,218,239,232.7142857,216.7142857,218.8333333,78.13602303,90,2,28.7,59.29,29369.27
12-10-2024,UNIV_001,breakfast,79,5,10,41,286,4,1,0,0,0,0,1,0,0,28.4,79.5,34.47,0,0,0,1,0,0,0,1,2,0.8,0,1,0,12,0,1,600,0.4,0.4,0.4,1,176,175,250,204.1428571,208.8571429,214.4666667,82.46499979,1,2,44.8,34.73,19888.65
13-10-2024,UNIV_001,breakfast,80,6,10,41,287,4,1,0,0,0,0,1,0,0,31.2,75.9,38.65,0,0,0,1,0,0,0,1,2,0.85,0,1,0,9,0,1,600,0.4,0.4,0.4,1,199,164,234,190.2857143,202,208.7666667,95.15551181,35,2,25.2,42.96,23043.58
14-10-2024,UNIV_001,breakfast,130,0,10,42,288,4,0,1,0,0,0,1,0,0,29.9,68.8,35.48,0,0,0,1,0,0,0,1,0,0.9,0,1,0,7,0,1,600,0.4,0.4,0.4,1,288,246,164,173.2857143,196,203.6333333,103.594907,42,2,30.4,75.22,34542.12
15-10-2024,UNIV_001,breakfast,101,1,10,42,289,4,0,0,0,0,0,1,0,0,28.6,75,34.32,0,0,0,1,0,0,0,1,0,0.82,0,1,0,13,0,1,600,0.4,0.4,0.4,1,271,262,130,150.7142857,187.7142857,202.5,90.86567795,9,1,19.2,72.72,33273.85
16-10-2024,UNIV_001,breakfast,92,2,10,42,290,4,0,0,0,0,0,1,0,0,28.4,77.7,34.32,1,0,0,1,0,0,0,1,0,0.75,0,1,0,20,0,1,600,0.4,0.4,0.4,1,291,107,237,126.4285714,176.2142857,201.5333333,74.62541377,184,2,48.4,61.52,32000.89
