date,institution_id,material,qty_ordered_kg,qty_used_kg,qty_wasted_kg,waste_pct,cost_inr
29-06-2024,CORP_001,Sugar (kg),1.53,1.2,0.33,21.6,68.85
29-06-2024,UNIV_001,Rice (kg),73.68,57.88,15.8,21.4,3094.56
29-06-2024,UNIV_001,Wheat Flour (kg),42.9,36.04,6.86,16,1630.2
29-06-2024,UNIV_001,Lentils (kg),35.7,29.39,6.31,17.7,3391.5
29-06-2024,UNIV_001,Chicken (kg),87.65,71.04,16.61,19,19283
29-06-2024,UNIV_001,Fish (kg),80.14,63.37,16.77,20.9,14425.2
29-06-2024,UNIV_001,Vegetables (kg),106.46,81.97,24.49,23,3726.1
29-06-2024,UNIV_001,Cooking Oil (L),27.28,21.04,6.24,22.9,3546.4
29-06-2024,UNIV_001,Milk (L),55.47,41.23,14.24,25.7,3217.26
29-06-2024,UNIV_001,Spices (kg),4.52,3.69,0.83,18.4,2034
29-06-2024,UNIV_001,Sugar (kg),9.03,7.32,1.71,18.9,406.35
30-06-2024,CORP_001,Rice (kg),9.76,7.41,2.35,24.1,409.92
30-06-2024,CORP_001,Wheat Flour (kg),5.99,4.53,1.46,24.4,227.62
30-06-2024,CORP_001,Lentils (kg),4.77,3.66,1.11,23.3,453.15
30-06-2024,CORP_001,Chicken (kg),12.12,9.43,2.69,22.2,2666.4
30-06-2024,CORP_001,Fish (kg),10.61,8.26,2.35,22.1,1909.8
30-06-2024,CORP_001,Vegetables (kg),14.85,10.78,4.07,27.4,519.75
30-06-2024,CORP_001,Cooking Oil (L),3.43,2.74,0.69,20.1,445.9
30-06-2024,CORP_001,Milk (L),7.41,5.93,1.48,20,429.78
30-06-2024,CORP_001,Spices (kg),0.6,0.49,0.11,18.3,270
30-06-2024,CORP_001,Sugar (kg),1.16,0.99,0.17,14.7,52.2
30-06-2024,UNIV_001,Rice (kg),54.67,42.74,11.93,21.8,2296.14
30-06-2024,UNIV_001,Wheat Flour (kg),34.08,28.1,5.98,17.5,1295.04
30-06-2024,UNIV_001,Lentils (kg),28.84,21.99,6.85,23.8,2739.8
30-06-2024,UNIV_001,Chicken (kg),73.25,55.38,17.87,24.4,16115
30-06-2024,UNIV_001,Fish (kg),61.55,50.01,11.54,18.7,11079
30-06-2024,UNIV_001,Vegetables (kg),85.79,69.26,16.53,19.3,3002.65
30-06-2024,UNIV_001,Cooking Oil (L),21.06,16.89,4.17,19.8,2737.8
30-06-2024,UNIV_001,Milk (L),41.44,33.97,7.47,18,2403.52
30-06-2024,UNIV_001,Spices (kg),3.66,2.66,1,27.3,1647
30-06-2024,UNIV_001,Sugar (kg),7.27,5.61,1.66,22.8,327.15
01-07-2024,CORP_001,Rice (kg),71.92,60.92,11,15.3,3020.64
01-07-2024,CORP_001,Wheat Flour (kg),45.84,35.69,10.15,22.1,1741.92
01-07-2024,CORP_001,Lentils (kg),35.75,28.29,7.46,20.9,3396.25
01-07-2024,CORP_001,Chicken (kg),94.35,73.55,20.8,22,20757
01-07-2024,CORP_001,Fish (kg),85.47,63.56,21.91,25.6,15384.6
01-07-2024,CORP_001,Vegetables (kg),106.68,82.68,24,22.5,3733.8
01-07-2024,CORP_001,Cooking Oil (L),27.56,22.95,4.61,16.7,3582.8
01-07-2024,CORP_001,Milk (L),55.97,42.73,13.24,23.7,3246.26
01-07-2024,CORP_001,Spices (kg),4.73,3.74,0.99,20.9,2128.5
01-07-2024,CORP_001,Sugar (kg),8.81,7.51,1.3,14.8,396.45
01-07-2024,UNIV_001,Rice (kg),106.11,82.27,23.84,22.5,4456.62
01-07-2024,UNIV_001,Wheat Flour (kg),65.9,53.21,12.69,19.3,2504.2
01-07-2024,UNIV_001,Lentils (kg),53.61,41.76,11.85,22.1,5092.95
01-07-2024,UNIV_001,Chicken (kg),131.2,109.73,21.47,16.4,28864
01-07-2024,UNIV_001,Fish (kg),126.35,98.91,27.44,21.7,22743
01-07-2024,UNIV_001,Vegetables (kg),159.1,124.69,34.41,21.6,5568.5
01-07-2024,UNIV_001,Cooking Oil (L),39.51,30.81,8.7,22,5136.3
01-07-2024,UNIV_001,Milk (L),81.27,64.78,16.49,20.3,4713.66
01-07-2024,UNIV_001,Spices (kg),6.86,5.44,1.42,20.7,3087
01-07-2024,UNIV_001,Sugar (kg),13.25,10.49,2.76,20.8,596.25
02-07-2024,CORP_001,Rice (kg),75.14,57.67,17.47,23.2,3155.88
02-07-2024,CORP_001,Wheat Flour (kg),45.15,36.14,9.01,20,1715.7
02-07-2024,CORP_001,Lentils (kg),36.31,28.03,8.28,22.8,3449.45
02-07-2024,CORP_001,Chicken (kg),95.07,75.97,19.1,20.1,20915.4
02-07-2024,CORP_001,Fish (kg),81.32,62.9,18.42,22.7,14637.6
02-07-2024,CORP_001,Vegetables (kg),113.23,85.23,28,24.7,3963.05
02-07-2024,CORP_001,Cooking Oil (L),27.51,20.97,6.54,23.8,3576.3
02-07-2024,CORP_001,Milk (L),54.25,45.3,8.95,16.5,3146.5
02-07-2024,CORP_001,Spices (kg),4.74,3.55,1.19,25.1,2133
02-07-2024,CORP_001,Sugar (kg),9.13,7.04,2.09,22.9,410.85
02-07-2024,UNIV_001,Rice (kg),82.22,70.98,11.24,13.7,3453.24
02-07-2024,UNIV_001,Wheat Flour (kg),53.97,42.37,11.6,21.5,2050.86
02-07-2024,UNIV_001,Lentils (kg),43.57,34.95,8.62,19.8,4139.15
02-07-2024,UNIV_001,Chicken (kg),109.28,80.07,29.21,26.7,24041.6
02-07-2024,UNIV_001,Fish (kg),93.4,77.16,16.24,17.4,16812
02-07-2024,UNIV_001,Vegetables (kg),126.55,106.37,20.18,15.9,4429.25
02-07-2024,UNIV_001,Cooking Oil (L),32.41,26.52,5.89,18.2,4213.3
02-07-2024,UNIV_001,Milk (L),62.35,52.56,9.79,15.7,3616.3
02-07-2024,UNIV_001,Spices (kg),5.25,4.44,0.81,15.4,2362.5
02-07-2024,UNIV_001,Sugar (kg),10.35,8.45,1.9,18.4,465.75
03-07-2024,CORP_001,Rice (kg),73.27,56.22,17.05,23.3,3077.34
03-07-2024,CORP_001,Wheat Flour (kg),44.58,37.2,7.38,16.6,1694.04
03-07-2024,CORP_001,Lentils (kg),35.54,28.62,6.92,19.5,3376.3
03-07-2024,CORP_001,Chicken (kg),86.08,73.32,12.76,14.8,18937.6
03-07-2024,CORP_001,Fish (kg),81.45,63.05,18.4,22.6,14661
03-07-2024,CORP_001,Vegetables (kg),102.95,85.75,17.2,16.7,3603.25
03-07-2024,CORP_001,Cooking Oil (L),25.73,20.12,5.61,21.8,3344.9
03-07-2024,CORP_001,Milk (L),54.16,41.07,13.09,24.2,3141.28
03-07-2024,CORP_001,Spices (kg),4.36,3.6,0.76,17.4,1962
03-07-2024,CORP_001,Sugar (kg),8.61,6.94,1.67,19.4,387.45
03-07-2024,UNIV_001,Rice (kg),89.37,73.5,15.87,17.8,3753.54
03-07-2024,UNIV_001,Wheat Flour (kg),58.32,46.61,11.71,20.1,2216.16
03-07-2024,UNIV_001,Lentils (kg),45.09,34.87,10.22,22.7,4283.55
03-07-2024,UNIV_001,Chicken (kg),111.04,90.4,20.64,18.6,24428.8
03-07-2024,UNIV_001,Fish (kg),107.42,79.56,27.86,25.9,19335.6
03-07-2024,UNIV_001,Vegetables (kg),135.3,104.73,30.57,22.6,4735.5
03-07-2024,UNIV_001,Cooking Oil (L),34.83,27.85,6.98,20,4527.9
03-07-2024,UNIV_001,Milk (L),69.87,56.74,13.13,18.8,4052.46
03-07-2024,UNIV_001,Spices (kg),5.75,4.38,1.37,23.8,2587.5
03-07-2024,UNIV_001,Sugar (kg),11.31,9.27,2.04,18,508.95
04-07-2024,CORP_001,Rice (kg),58.53,46.05,12.48,21.3,2458.26
04-07-2024,CORP_001,Wheat Flour (kg),36.79,29.1,7.69,20.9,1398.02
04-07-2024,CORP_001,Lentils (kg),29.91,23.16,6.75,22.6,2841.45
04-07-2024,CORP_001,Chicken (kg),74.16,55.86,18.3,24.7,16315.2
04-07-2024,CORP_001,Fish (kg),66.2,53.83,12.37,18.7,11916
04-07-2024,CORP_001,Vegetables (kg),86.15,70.88,15.27,17.7,3015.25
04-07-2024,CORP_001,Cooking Oil (L),22.15,16.42,5.73,25.9,2879.5
04-07-2024,CORP_001,Milk (L),43.78,33.09,10.69,24.4,2539.24
04-07-2024,CORP_001,Spices (kg),3.77,2.96,0.81,21.5,1696.5
04-07-2024,CORP_001,Sugar (kg),7.01,5.51,1.5,21.4,315.45
04-07-2024,UNIV_001,Rice (kg),78.47,60.63,17.84,22.7,3295.74
04-07-2024,UNIV_001,Wheat Flour (kg),46.77,38.69,8.08,17.3,1777.26
04-07-2024,UNIV_001,Lentils (kg),38.56,29.52,9.04,23.4,3663.2
04-07-2024,UNIV_001,Chicken (kg),99.77,80.41,19.36,19.4,21949.4
04-07-2024,UNIV_001,Fish (kg),89.46,71.69,17.77,19.9,16102.8
04-07-2024,UNIV_001,Vegetables (kg),114.02,90.15,23.87,20.9,3990.7
04-07-2024,UNIV_001,Cooking Oil (L),28.49,23.76,4.73,16.6,3703.7
04-07-2024,UNIV_001,Milk (L),60.57,47.28,13.29,21.9,3513.06
04-07-2024,UNIV_001,Spices (kg),5.02,3.91,1.11,22.1,2259
04-07-2024,UNIV_001,Sugar (kg),9.64,7.64,2,20.7,433.8
05-07-2024,CORP_001,Rice (kg),76.21,59.46,16.75,22,3200.82
05-07-2024,CORP_001,Wheat Flour (kg),50.18,38.84,11.34,22.6,1906.84
05-07-2024,CORP_001,Lentils (kg),39.68,31.46,8.22,20.7,3769.6
05-07-2024,CORP_001,Chicken (kg),96.93,77.99,18.94,19.5,21324.6
05-07-2024,CORP_001,Fish (kg),88.67,69.54,19.13,21.6,15960.6
05-07-2024,CORP_001,Vegetables (kg),121.68,93.34,28.34,23.3,4258.8
05-07-2024,CORP_001,Cooking Oil (L),29.88,24.43,5.45,18.2,3884.4
05-07-2024,CORP_001,Milk (L),61.06,48.84,12.22,20,3541.48
05-07-2024,CORP_001,Spices (kg),4.84,3.72,1.12,23.1,2178
05-07-2024,CORP_001,Sugar (kg),9.68,7.64,2.04,21.1,435.6
05-07-2024,UNIV_001,Rice (kg),117.94,91.71,26.23,22.2,4953.48
05-07-2024,UNIV_001,Wheat Flour (kg),68.8,54.26,14.54,21.1,2614.4
05-07-2024,UNIV_001,Lentils (kg),55.39,45.76,9.63,17.4,5262.05
05-07-2024,UNIV_001,Chicken (kg),145.36,117.13,28.23,19.4,31979.2
05-07-2024,UNIV_001,Fish (kg),133.02,98.38,34.64,26,23943.6
05-07-2024,UNIV_001,Vegetables (kg),168.36,131.73,36.63,21.8,5892.6
05-07-2024,UNIV_001,Cooking Oil (L),42.26,35.34,6.92,16.4,5493.8
05-07-2024,UNIV_001,Milk (L),86.07,69.41,16.66,19.4,4992.06
05-07-2024,UNIV_001,Spices (kg),7.12,5.36,1.76,24.7,3204
05-07-2024,UNIV_001,Sugar (kg),13.74,11.33,2.41,17.5,618.3
06-07-2024,CORP_001,Rice (kg),9.58,7.22,2.36,24.6,402.36
06-07-2024,CORP_001,Wheat Flour (kg),5.99,4.81,1.18,19.7,227.62
06-07-2024,CORP_001,Lentils (kg),4.67,3.82,0.85,18.2,443.65
06-07-2024,CORP_001,Chicken (kg),11.67,9.48,2.19,18.8,2567.4
06-07-2024,CORP_001,Fish (kg),10.82,8.81,2.01,18.6,1947.6
06-07-2024,CORP_001,Vegetables (kg),13.93,11.07,2.86,20.5,487.55
06-07-2024,CORP_001,Cooking Oil (L),3.43,2.71,0.72,21,445.9
06-07-2024,CORP_001,Milk (L),7.17,5.83,1.34,18.7,415.86
06-07-2024,CORP_001,Spices (kg),0.58,0.45,0.13,22.4,261
06-07-2024,CORP_001,Sugar (kg),1.15,0.93,0.22,19.1,51.75
06-07-2024,UNIV_001,Rice (kg),54.33,42.55,11.78,21.7,2281.86
06-07-2024,UNIV_001,Wheat Flour (kg),35.24,25.94,9.3,26.4,1339.12
06-07-2024,UNIV_001,Lentils (kg),27.74,22.56,5.18,18.7,2635.3
06-07-2024,UNIV_001,Chicken (kg),67.77,55.31,12.46,18.4,14909.4
06-07-2024,UNIV_001,Fish (kg),63.08,50.05,13.03,20.7,11354.4
06-07-2024,UNIV_001,Vegetables (kg),82.57,64.6,17.97,21.8,2889.95
06-07-2024,UNIV_001,Cooking Oil (L),21.32,16.86,4.46,20.9,2771.6
06-07-2024,UNIV_001,Milk (L),40.85,31.46,9.39,23,2369.3
06-07-2024,UNIV_001,Spices (kg),3.33,2.62,0.71,21.3,1498.5
06-07-2024,UNIV_001,Sugar (kg),6.96,5.21,1.75,25.1,313.2
07-07-2024,CORP_001,Rice (kg),11.74,9.68,2.06,17.5,493.08
07-07-2024,CORP_001,Wheat Flour (kg),7.31,6.05,1.26,17.2,277.78
07-07-2024,CORP_001,Lentils (kg),6.07,4.59,1.48,24.4,576.65
07-07-2024,CORP_001,Chicken (kg),15.16,12.09,3.07,20.3,3335.2
07-07-2024,CORP_001,Fish (kg),13.28,10.28,3,22.6,2390.4
07-07-2024,CORP_001,Vegetables (kg),17.89,14.76,3.13,17.5,626.15
07-07-2024,CORP_001,Cooking Oil (L),4.52,3.41,1.11,24.6,587.6
07-07-2024,CORP_001,Milk (L),9.06,7.01,2.05,22.6,525.48
07-07-2024,CORP_001,Spices (kg),0.75,0.6,0.15,20,337.5
07-07-2024,CORP_001,Sugar (kg),1.49,1.22,0.27,18.1,67.05
07-07-2024,UNIV_001,Rice (kg),64.04,50.38,13.66,21.3,2689.68
07-07-2024,UNIV_001,Wheat Flour (kg),38.16,32.21,5.95,15.6,1450.08
07-07-2024,UNIV_001,Lentils (kg),32.58,23.94,8.64,26.5,3095.1
07-07-2024,UNIV_001,Chicken (kg),78.52,60.65,17.87,22.8,17274.4
07-07-2024,UNIV_001,Fish (kg),72.24,57.31,14.93,20.7,13003.2
07-07-2024,UNIV_001,Vegetables (kg),91.5,77.63,13.87,15.2,3202.5
07-07-2024,UNIV_001,Cooking Oil (L),22.95,19.25,3.7,16.1,2983.5
07-07-2024,UNIV_001,Milk (L),46.99,36.66,10.33,22,2725.42
07-07-2024,UNIV_001,Spices (kg),3.82,3,0.82,21.5,1719
07-07-2024,UNIV_001,Sugar (kg),7.97,6.26,1.71,21.5,358.65
08-07-2024,CORP_001,Rice (kg),48.16,37.76,10.4,21.6,2022.72
08-07-2024,CORP_001,Wheat Flour (kg),29.97,25.24,4.73,15.8,1138.86
08-07-2024,CORP_001,Lentils (kg),25.3,18.77,6.53,25.8,2403.5
08-07-2024,CORP_001,Chicken (kg),62.47,47.06,15.41,24.7,13743.4
08-07-2024,CORP_001,Fish (kg),57.83,46.19,11.64,20.1,10409.4
08-07-2024,CORP_001,Vegetables (kg),75.82,61.7,14.12,18.6,2653.7
08-07-2024,CORP_001,Cooking Oil (L),19.13,15.27,3.86,20.2,2486.9
08-07-2024,CORP_001,Milk (L),37.51,28.92,8.59,22.9,2175.58
08-07-2024,CORP_001,Spices (kg),3.03,2.42,0.61,20.1,1363.5
08-07-2024,CORP_001,Sugar (kg),6.28,4.75,1.53,24.4,282.6
08-07-2024,UNIV_001,Rice (kg),62.84,50.6,12.24,19.5,2639.28
08-07-2024,UNIV_001,Wheat Flour (kg),39.19,32.03,7.16,18.3,1489.22
08-07-2024,UNIV_001,Lentils (kg),33.19,26.05,7.14,21.5,3153.05
08-07-2024,UNIV_001,Chicken (kg),81.27,64.01,17.26,21.2,17879.4
08-07-2024,UNIV_001,Fish (kg),72.07,55.23,16.84,23.4,12972.6
08-07-2024,UNIV_001,Vegetables (kg),99.36,74.14,25.22,25.4,3477.6
08-07-2024,UNIV_001,Cooking Oil (L),23.23,19.54,3.69,15.9,3019.9
08-07-2024,UNIV_001,Milk (L),46.8,37.56,9.24,19.7,2714.4
08-07-2024,UNIV_001,Spices (kg),3.85,3.05,0.8,20.8,1732.5
08-07-2024,UNIV_001,Sugar (kg),7.8,6.05,1.75,22.4,351
09-07-2024,CORP_001,Rice (kg),73.72,59.65,14.07,19.1,3096.24
09-07-2024,CORP_001,Wheat Flour (kg),45,37.42,7.58,16.8,1710
09-07-2024,CORP_001,Lentils (kg),35.51,28.27,7.24,20.4,3373.45
09-07-2024,CORP_001,Chicken (kg),88.31,72.92,15.39,17.4,19428.2
09-07-2024,CORP_001,Fish (kg),81.32,65.58,15.74,19.4,14637.6
09-07-2024,CORP_001,Vegetables (kg),111.53,86.83,24.7,22.1,3903.55
09-07-2024,CORP_001,Cooking Oil (L),27.58,22.59,4.99,18.1,3585.4
09-07-2024,CORP_001,Milk (L),53.66,42.57,11.09,20.7,3112.28
09-07-2024,CORP_001,Spices (kg),4.63,3.64,0.99,21.4,2083.5
09-07-2024,CORP_001,Sugar (kg),8.85,7.11,1.74,19.7,398.25
09-07-2024,UNIV_001,Rice (kg),98.23,77.31,20.92,21.3,4125.66
09-07-2024,UNIV_001,Wheat Flour (kg),59.91,50.91,9,15,2276.58
09-07-2024,UNIV_001,Lentils (kg),50.32,38.91,11.41,22.7,4780.4
09-07-2024,UNIV_001,Chicken (kg),124.97,101.55,23.42,18.7,27493.4
09-07-2024,UNIV_001,Fish (kg),107.45,85.42,22.03,20.5,19341
09-07-2024,UNIV_001,Vegetables (kg),148.27,120.65,27.62,18.6,5189.45
09-07-2024,UNIV_001,Cooking Oil (L),35.51,30.73,4.78,13.5,4616.3
09-07-2024,UNIV_001,Milk (L),73.59,57.62,15.97,21.7,4268.22
09-07-2024,UNIV_001,Spices (kg),6.05,4.71,1.34,22.1,2722.5
09-07-2024,UNIV_001,Sugar (kg),12.61,10.21,2.4,19,567.45
10-07-2024,CORP_001,Rice (kg),76.44,63.85,12.59,16.5,3210.48
10-07-2024,CORP_001,Wheat Flour (kg),49.42,38.02,11.4,23.1,1877.96
10-07-2024,CORP_001,Lentils (kg),39.05,30.27,8.78,22.5,3709.75
10-07-2024,CORP_001,Chicken (kg),96.71,72.65,24.06,24.9,21276.2
10-07-2024,CORP_001,Fish (kg),88.03,65.34,22.69,25.8,15845.4
10-07-2024,CORP_001,Vegetables (kg),118.54,94.56,23.98,20.2,4148.9
10-07-2024,CORP_001,Cooking Oil (L),28.24,22.43,5.81,20.6,3671.2
10-07-2024,CORP_001,Milk (L),57.65,46.18,11.47,19.9,3343.7
10-07-2024,CORP_001,Spices (kg),4.73,3.85,0.88,18.6,2128.5
10-07-2024,CORP_001,Sugar (kg),9.46,7.26,2.2,23.3,425.7
10-07-2024,UNIV_001,Rice (kg),101.59,80.38,21.21,20.9,4266.78
10-07-2024,UNIV_001,Wheat Flour (kg),67.85,54.99,12.86,19,2578.3
10-07-2024,UNIV_001,Lentils (kg),52.67,42.01,10.66,20.2,5003.65
10-07-2024,UNIV_001,Chicken (kg),128.58,105.44,23.14,18,28287.6
10-07-2024,UNIV_001,Fish (kg),115.7,95.5,20.2,17.5,20826
10-07-2024,UNIV_001,Vegetables (kg),164.72,121.82,42.9,26,5765.2
10-07-2024,UNIV_001,Cooking Oil (L),40.62,29.89,10.73,26.4,5280.6
10-07-2024,UNIV_001,Milk (L),78.66,60.35,18.31,23.3,4562.28
10-07-2024,UNIV_001,Spices (kg),6.54,5.06,1.48,22.6,2943
10-07-2024,UNIV_001,Sugar (kg),13.11,10.4,2.71,20.7,589.95
11-07-2024,CORP_001,Rice (kg),63.06,51.6,11.46,18.2,2648.52
11-07-2024,CORP_001,Wheat Flour (kg),41.48,31.4,10.08,24.3,1576.24
11-07-2024,CORP_001,Lentils (kg),31.24,24.77,6.47,20.7,2967.8
11-07-2024,CORP_001,Chicken (kg),82.52,63.94,18.58,22.5,18154.4
11-07-2024,CORP_001,Fish (kg),71.87,55.01,16.86,23.5,12936.6
11-07-2024,CORP_001,Vegetables (kg),95.79,74.38,21.41,22.4,3352.65
11-07-2024,CORP_001,Cooking Oil (L),24.94,19.81,5.13,20.6,3242.2
11-07-2024,CORP_001,Milk (L),46.43,38.14,8.29,17.9,2692.94
11-07-2024,CORP_001,Spices (kg),3.92,3.14,0.78,19.9,1764
11-07-2024,CORP_001,Sugar (kg),8.27,6.36,1.91,23.1,372.15
11-07-2024,UNIV_001,Rice (kg),80.66,62.76,17.9,22.2,3387.72
11-07-2024,UNIV_001,Wheat Flour (kg),52.4,41,11.4,21.8,1991.2
11-07-2024,UNIV_001,Lentils (kg),40.79,31.41,9.38,23,3875.05
11-07-2024,UNIV_001,Chicken (kg),100.83,84.86,15.97,15.8,22182.6
11-07-2024,UNIV_001,Fish (kg),92.17,72.08,20.09,21.8,16590.6
11-07-2024,UNIV_001,Vegetables (kg),122.91,99.98,22.93,18.7,4301.85
11-07-2024,UNIV_001,Cooking Oil (L),30.26,23.46,6.8,22.5,3933.8
11-07-2024,UNIV_001,Milk (L),61.78,49.41,12.37,20,3583.24
11-07-2024,UNIV_001,Spices (kg),5.2,4.21,0.99,19,2340
11-07-2024,UNIV_001,Sugar (kg),10.11,7.73,2.38,23.5,454.95
12-07-2024,CORP_001,Rice (kg),72.96,55.25,17.71,24.3,3064.32
12-07-2024,CORP_001,Wheat Flour (kg),44.37,35.38,8.99,20.3,1686.06
12-07-2024,CORP_001,Lentils (kg),35.27,26.95,8.32,23.6,3350.65
12-07-2024,CORP_001,Chicken (kg),89.71,71.76,17.95,20,19736.2
12-07-2024,CORP_001,Fish (kg),79.41,62.51,16.9,21.3,14293.8
12-07-2024,CORP_001,Vegetables (kg),102.02,79.79,22.23,21.8,3570.7
12-07-2024,CORP_001,Cooking Oil (L),26,20.45,5.55,21.3,3380
12-07-2024,CORP_001,Milk (L),54.7,42.97,11.73,21.4,3172.6
12-07-2024,CORP_001,Spices (kg),4.45,3.48,0.97,21.8,2002.5
12-07-2024,CORP_001,Sugar (kg),8.54,7.3,1.24,14.5,384.3
12-07-2024,UNIV_001,Rice (kg),87.59,67.17,20.42,23.3,3678.78
12-07-2024,UNIV_001,Wheat Flour (kg),55.29,45.52,9.77,17.7,2101.02
12-07-2024,UNIV_001,Lentils (kg),45.68,33.23,12.45,27.3,4339.6
12-07-2024,UNIV_001,Chicken (kg),114.2,85.48,28.72,25.1,25124
12-07-2024,UNIV_001,Fish (kg),95.75,81.72,14.03,14.7,17235
12-07-2024,UNIV_001,Vegetables (kg),136.79,106.17,30.62,22.4,4787.65
12-07-2024,UNIV_001,Cooking Oil (L),33.4,27.14,6.26,18.7,4342
12-07-2024,UNIV_001,Milk (L),67.97,54.71,13.26,19.5,3942.26
12-07-2024,UNIV_001,Spices (kg),5.56,4.6,0.96,17.3,2502
12-07-2024,UNIV_001,Sugar (kg),11.52,8.41,3.11,27,518.4
13-07-2024,CORP_001,Rice (kg),10.87,8.36,2.51,23.1,456.54
13-07-2024,CORP_001,Wheat Flour (kg),6.54,5.29,1.25,19.1,248.52
13-07-2024,CORP_001,Lentils (kg),5.08,4.18,0.9,17.7,482.6
13-07-2024,CORP_001,Chicken (kg),13.61,10.13,3.48,25.6,2994.2
13-07-2024,CORP_001,Fish (kg),11.81,9.84,1.97,16.7,2125.8
13-07-2024,CORP_001,Vegetables (kg),15.75,12.35,3.4,21.6,551.25
13-07-2024,CORP_001,Cooking Oil (L),3.94,3.14,0.8,20.3,512.2
13-07-2024,CORP_001,Milk (L),8.01,6.47,1.54,19.2,464.58
13-07-2024,CORP_001,Spices (kg),0.66,0.54,0.12,18.2,297
13-07-2024,CORP_001,Sugar (kg),1.32,1.03,0.29,22,59.4
13-07-2024,UNIV_001,Rice (kg),59.82,47.81,12.01,20.1,2512.44
13-07-2024,UNIV_001,Wheat Flour (kg),37.08,27.85,9.23,24.9,1409.04
13-07-2024,UNIV_001,Lentils (kg),28.71,22.84,5.87,20.4,2727.45
13-07-2024,UNIV_001,Chicken (kg),72.46,59.49,12.97,17.9,15941.2
13-07-2024,UNIV_001,Fish (kg),63.75,54,9.75,15.3,11475
13-07-2024,UNIV_001,Vegetables (kg),86.83,68.71,18.12,20.9,3039.05
13-07-2024,UNIV_001,Cooking Oil (L),22.19,17,5.19,23.4,2884.7
13-07-2024,UNIV_001,Milk (L),45.7,33.53,12.17,26.6,2650.6
13-07-2024,UNIV_001,Spices (kg),3.67,3.03,0.64,17.4,1651.5
13-07-2024,UNIV_001,Sugar (kg),7.45,5.71,1.74,23.4,335.25
14-07-2024,CORP_001,Rice (kg),9.35,7.61,1.74,18.6,392.7
14-07-2024,CORP_001,Wheat Flour (kg),6.11,4.85,1.26,20.6,232.18
14-07-2024,CORP_001,Lentils (kg),4.64,3.92,0.72,15.5,440.8
14-07-2024,CORP_001,Chicken (kg),11.27,8.85,2.42,21.5,2479.4
14-07-2024,CORP_001,Fish (kg),10.87,8.11,2.76,25.4,1956.6
14-07-2024,CORP_001,Vegetables (kg),13.6,10.86,2.74,20.1,476
14-07-2024,CORP_001,Cooking Oil (L),3.51,2.86,0.65,18.5,456.3
14-07-2024,CORP_001,Milk (L),7.13,5.43,1.7,23.8,413.54
14-07-2024,CORP_001,Spices (kg),0.59,0.49,0.1,16.9,265.5
14-07-2024,CORP_001,Sugar (kg),1.21,0.91,0.3,24.8,54.45
14-07-2024,UNIV_001,Rice (kg),58.62,45.59,13.03,22.2,2462.04
14-07-2024,UNIV_001,Wheat Flour (kg),33.94,26.52,7.42,21.9,1289.72
14-07-2024,UNIV_001,Lentils (kg),27.4,22.84,4.56,16.6,2603
14-07-2024,UNIV_001,Chicken (kg),68.58,55.83,12.75,18.6,15087.6
14-07-2024,UNIV_001,Fish (kg),61.25,52.41,8.84,14.4,11025
14-07-2024,UNIV_001,Vegetables (kg),83.43,69.79,13.64,16.3,2920.05
14-07-2024,UNIV_001,Cooking Oil (L),21.92,15.86,6.06,27.6,2849.6
14-07-2024,UNIV_001,Milk (L),42.14,31.78,10.36,24.6,2444.12
14-07-2024,UNIV_001,Spices (kg),3.64,2.79,0.85,23.4,1638
14-07-2024,UNIV_001,Sugar (kg),6.79,5.35,1.44,21.2,305.55
15-07-2024,CORP_001,Rice (kg),75.01,62.74,12.27,16.4,3150.42
15-07-2024,CORP_001,Wheat Flour (kg),48.1,38.93,9.17,19.1,1827.8
15-07-2024,CORP_001,Lentils (kg),37.45,28.54,8.91,23.8,3557.75
15-07-2024,CORP_001,Chicken (kg),98.42,71.15,27.27,27.7,21652.4
15-07-2024,CORP_001,Fish (kg),88.39,66.53,21.86,24.7,15910.2
15-07-2024,CORP_001,Vegetables (kg),108.98,91.74,17.24,15.8,3814.3
15-07-2024,CORP_001,Cooking Oil (L),29.54,23.59,5.95,20.1,3840.2
15-07-2024,CORP_001,Milk (L),55.2,43.46,11.74,21.3,3201.6
15-07-2024,CORP_001,Spices (kg),4.76,3.8,0.96,20.2,2142
15-07-2024,CORP_001,Sugar (kg),9.66,7.24,2.42,25.1,434.7
15-07-2024,UNIV_001,Rice (kg),111.73,86.44,25.29,22.6,4692.66
15-07-2024,UNIV_001,Wheat Flour (kg),69.21,53.47,15.74,22.7,2629.98
15-07-2024,UNIV_001,Lentils (kg),53.42,44.74,8.68,16.2,5074.9
15-07-2024,UNIV_001,Chicken (kg),135.44,110.61,24.83,18.3,29796.8
15-07-2024,UNIV_001,Fish (kg),125.64,97.61,28.03,22.3,22615.2
15-07-2024,UNIV_001,Vegetables (kg),162.08,121.12,40.96,25.3,5672.8
15-07-2024,UNIV_001,Cooking Oil (L),38.81,30.94,7.87,20.3,5045.3
15-07-2024,UNIV_001,Milk (L),78.6,62.25,16.35,20.8,4558.8
15-07-2024,UNIV_001,Spices (kg),6.62,5.25,1.37,20.7,2979
15-07-2024,UNIV_001,Sugar (kg),13.36,10.2,3.16,23.7,601.2
16-07-2024,CORP_001,Rice (kg),59.84,50.15,9.69,16.2,2513.28
